FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean_INC1	log2FoldChange_INC1	lfcSE_INC1	stat_INC1	pvalue_INC1	padj_INC1	baseMean_WAKED2	log2FoldChange_WAKED2	lfcSE_WAKED2	stat_WAKED2	pvalue_WAKED2	padj_WAKED2	baseMean_WT2U_old	log2FoldChange_WT2U_old	lfcSE_WT2U_old	stat_WT2U_old	pvalue_WT2U_old	padj_WT2U_old	logFC_INC1	logCPM_INC1	LR_INC1	PValue_INC1	FDR_INC1	logFC_WAKED2	logCPM_WAKED2	LR_WAKED2	PValue_WAKED2	FDR_WAKED2	logFC_WT2U_old	logCPM_WT2U_old	LR_WT2U_old	PValue_WT2U_old	FDR_WT2U_old
FBgn0029840	CG4320	raptor	raptor	1075.83166114971	-0.403002643753944	0.0568075335509882	-7.09417604607361	1.30124402073994e-12	2.73318316461559e-11	1075.83166114971	-0.177046850342424	0.0563462269181361	-3.14212432714707	0.0016772679847242	0.0110487432996481	1075.83166114971	-0.213488540746453	0.0563455961232872	-3.78891262911353	0.000151308112388096	0.000901261878391285	-0.401865387784784	5.55694562460143	48.9220535158975	2.66339181170798e-12	6.08829755907853e-11	-0.180280257282303	5.55694562460143	10.0203032412606	0.0015482397560105	0.0107068883632264	-0.208001436744697	5.55694562460143	13.3312315198	0.000261022037102311	0.0015385040439175
FBgn0020304	CG3365	drongo	drongo	5375.2521008215	-0.154369930486308	0.026969945815514	-5.7237760706775	1.04182051991436e-08	1.21098991987133e-07	5375.2521008215	-0.128822261260737	0.0268805388429723	-4.79239876898585	1.64798930913933e-06	2.34538508215995e-05	5375.2521008215	0.085365495032381	0.0267764129999546	3.18808553754103	0.00143218162897048	0.00631557810418015	-0.153444743436796	7.87570021076454	23.8127702348284	1.06175701008907e-06	9.12882283898844e-06	-0.132261101568148	7.87570021076454	17.7758731441831	2.48514723324672e-05	0.00028886820631113	0.090733580943797	7.87570021076454	8.41533729967225	0.00372068761290868	0.0148983051657355
FBgn0031213	CG11372	galectin	galectin	3146.60018852	0.0812741409594722	0.0322609943587447	2.51926955678109	0.0117598589800894	0.0327525237892691	3146.60018852	-0.0873565171306795	0.0322431108919626	-2.70930796421555	0.00674237238270797	0.0344051372837384	3146.60018852	0.100231181874512	0.032111037218865	3.12139346952104	0.00179997359073799	0.00768620020155526	0.0823058936568292	7.10305577672273	5.88244084656496	0.0152926075423212	0.0420415025948198	-0.0908744948559049	7.10305577672273	7.18030207120811	0.00737082966781152	0.0384145188030356	0.105746794880441	7.10305577672273	9.79228991593235	0.00175245092920539	0.00786918659162177
FBgn0031216	CG11376	Zir	Zizimin-related	2024.54156327298	-0.158768158115677	0.0466008579261946	-3.40697929568443	0.000656861095128307	0.00277154870887177	2024.54156327298	-0.127609320576743	0.0464518044872958	-2.74713376552774	0.00601186094623436	0.0312264664550069	2024.54156327298	-0.174305428586461	0.0464542451429084	-3.75219590911962	0.000175292393858313	0.00102750951552933	-0.158008933354256	6.46714498860406	11.1354722393102	0.000846923659763951	0.00362621136040193	-0.131204209524457	6.46714498860406	7.73093176714842	0.00542827295190733	0.0299056478457833	-0.16896076786223	6.46714498860406	12.8142900667057	0.000343981908425811	0.00194260537671133
FBgn0031245	CG3625	CG3625	uncharacterized protein	4022.43313088478	-0.127626119023163	0.0335419480934059	-3.80497038120018	0.000141821160209791	0.000716058551654918	4022.43313088478	-0.096740906568206	0.0334277488437412	-2.89402995757876	0.0038033187354745	0.0215806794125443	4022.43313088478	-0.162984734257733	0.0334363820672788	-4.87447278027224	1.09099426329083e-06	1.09764107707979e-05	-0.12647333366176	7.45703196682325	12.2897738193672	0.000455446928011405	0.00211043574092561	-0.100127890160251	7.45703196682325	7.75038602046933	0.00537010615006232	0.0296454620779809	-0.157463429275994	7.45703196682325	19.145129871411	1.21146214751996e-05	0.000101784074113563
FBgn0028500	CG9063	Rich	RIC1 homolog	1829.39633110211	-0.23144141968589	0.0275451233641005	-8.40226477212034	4.37949005347676e-17	1.47181599060352e-15	1829.39633110211	-0.102344502100978	0.0271426005075384	-3.77062257069118	0.000162840797819656	0.00145629240104264	1829.39633110211	-0.108181607420481	0.0271027245721034	-3.99153993291993	6.56456315863953e-05	0.000433026073921828	-0.230638704183127	6.32153219638298	57.2210592113522	3.89478345217302e-14	1.07815710707841e-12	-0.105761214576132	6.32153219638298	12.3257405257093	0.000446754668539543	0.00372088366545369	-0.102595055421904	6.32153219638298	11.6222157749259	0.00065168719182863	0.00339785515695951
FBgn0052451	CG32451	SPoCk	Secretory Pathway Calcium atpase	6952.61746828396	-0.23353725363601	0.0403818125606786	-5.78322860780684	7.32803689924724e-09	8.72984296280971e-08	6952.61746828396	-0.144439738761472	0.0403211556053552	-3.58223212090401	0.000340670880134851	0.00278884247002701	6952.61746828396	-0.256582825962931	0.0403345598117799	-6.36136422859869	1.99969624139929e-10	4.07512565960051e-09	-0.232637699701075	8.24600378231754	30.2859237840074	3.72821737127398e-08	4.23592716275945e-07	-0.14804799467871	8.24600378231754	12.3080147583299	0.000451017424606104	0.00374012544837859	-0.251367281998902	8.24600378231754	35.4328462782629	2.63997151301229e-09	4.72628918722088e-08
FBgn0037410	CG1148	Osi2	Osiris 2	394.996434496109	-1.08449917126686	0.136470742074845	-7.94675221060998	1.91464847513872e-15	5.54033326129265e-14	394.996434496109	-0.902736336090457	0.135667324554104	-6.65404391998937	2.85147521502085e-11	1.27593804938495e-09	394.996434496109	0.681052454863368	0.133820003646434	5.08931726427671	3.59354956939006e-07	4.02091329154416e-06	-1.08226149981212	4.12419889735726	59.0888876821952	1.50707930042458e-14	4.40085534739837e-13	-0.905460481329238	4.12419889735726	42.4659273715078	7.19243197318888e-11	3.42731907657727e-09	0.687078344528696	4.12419889735726	24.7275883882016	6.60321716311171e-07	7.5202870378459e-06
FBgn0037396	CG11459	CG11459	uncharacterized protein	295.165571452635	0.990479279905288	0.136785016574384	7.24113872053131	4.44933017304085e-13	9.95693560686572e-12	295.165571452635	0.465283780293754	0.13728560012772	3.38916667050942	0.000701053849195907	0.0052132715586944	295.165571452635	1.02310467468455	0.136473339418064	7.49673657175215	6.54262803447768e-14	2.19878215137639e-12	0.991159874341202	3.69727057702739	50.8014617996941	1.02197570176519e-12	2.4718392099765e-11	0.461540188494828	3.69727057702739	11.0823269254045	0.000871543657910153	0.00653180372101991	1.02795545763977	3.69727057702739	54.7942525896152	1.33831575872908e-13	4.71264277099526e-12
FBgn0037238	CG1090	CG1090	uncharacterized protein	2039.28027281064	-0.505773579856886	0.0756970261981412	-6.68155151211614	2.36425642674085e-11	4.05821649736987e-10	2039.28027281064	-0.226008724974781	0.0754878198264742	-2.99397605460474	0.00275367554878583	0.0166612156704174	2039.28027281064	-0.35704300441418	0.0755245704210786	-4.72750791462338	2.27292206965563e-06	2.14281999528706e-05	-0.50513801729515	6.47738636348421	44.2517917019943	2.88739995989793e-11	5.41203851583217e-10	-0.229615111410979	6.47738636348421	9.22439187926929	0.00238811999975469	0.0153719175790662	-0.35201560201891	6.47738636348421	21.6386095862631	3.29158855275629e-06	3.20069392470048e-05
FBgn0037213	CG12581	CG12581	uncharacterized protein	2708.89789193539	-0.215754179104353	0.0304727239196524	-7.08023935350293	1.43905689180667e-12	3.0094512903328e-11	2708.89789193539	-0.156632197503364	0.0302799285600786	-5.17280604518563	2.30604352840391e-07	4.01586998455502e-06	2708.89789193539	-0.0989190419243376	0.0302037705240854	-3.27505606776666	0.0010564100482489	0.00487863811095851	-0.21449261221883	6.88716332626295	42.0313644306833	8.98211158950728e-11	1.56704307475958e-09	-0.159962500692318	6.88716332626295	23.6344925709448	1.16480795341859e-06	1.80526384754745e-05	-0.0934062209762222	6.88716332626295	8.09637593318364	0.00443538544005228	0.0172411208379954
FBgn0037217	CG14636	CG14636	uncharacterized protein	272.613908612749	-1.20481292566744	0.0905989137568649	-13.2983153517792	2.3674242223958e-40	2.33764837135124e-38	272.613908612749	-0.427376823513584	0.0864338980164509	-4.94455107684998	7.63195302750857e-07	1.16958153755963e-05	272.613908612749	0.390824561918109	0.0843638432340595	4.63260736988716	3.61088955877375e-06	3.26582626949339e-05	-1.20229135244005	3.59398282029672	170.791664600348	4.96891236533693e-39	4.9575252744997e-37	-0.430446278819943	3.59398282029672	24.1300599690766	9.00436978547503e-07	1.44220491313177e-05	0.396371772885862	3.59398282029672	21.4937580007917	3.54982271172477e-06	3.41710572189948e-05
FBgn0031775	CG9150	CG9150	uncharacterized protein	1021.63976486735	-2.30018281354251	0.133957503411246	-17.1709889701439	4.37895038525006e-66	9.11773625867935e-64	1021.63976486735	-1.35360279463826	0.132106332486026	-10.2463127176848	1.22944475360902e-24	2.67627769319709e-22	1021.63976486735	1.10021386823561	0.130814475674003	8.41049021957938	4.08300612479211e-17	2.32779956328922e-15	-2.29903290669977	5.4897671800199	261.116371395483	9.79886566767658e-59	1.84026539931385e-56	-1.35723842960339	5.4897671800199	98.0376273409368	4.10507562614549e-23	8.54748137983076e-21	1.10519815316982	5.4897671800199	66.144496899631	4.19047996326429e-16	2.22980094934141e-14
FBgn0001089	CG9092	Gal	beta galactosidase	590.720829651926	0.277182411461998	0.0437565082112761	6.33465563850836	2.37871946164717e-10	3.55434867451741e-09	590.720829651926	-0.252080672002101	0.0445732984675839	-5.65541884196494	1.55466678969527e-08	3.50367023804736e-07	590.720829651926	-0.159944005935737	0.0442369070089796	-3.61562362177061	0.000299625446003633	0.00164083048703419	0.278271093250186	4.69309366927269	37.8214989888316	7.75227149485045e-10	1.16563981754596e-08	-0.255806850885054	4.69309366927269	30.8765223665844	2.74978286055248e-08	6.39257772776011e-07	-0.154246017929942	4.69309366927269	11.3882133300901	0.000739115859130003	0.00378569609558672
FBgn0031821	CG9542	KFase	Kynurenine formamidase	551.519459681901	-0.676830567758809	0.0491418884593092	-13.7729865289821	3.70571278061292e-43	3.81648570029145e-41	551.519459681901	-0.437416534083846	0.0479924236019675	-9.1142830733373	7.91923181628266e-20	1.08357717623365e-17	551.519459681901	-0.159259299888281	0.0472883097973446	-3.36783658732552	0.000757604863746727	0.00365007011316205	-0.675536887146685	4.5962464078437	178.627015870926	9.6650624707508e-41	1.01727437741595e-38	-0.440780265218805	4.5962464078437	79.38388481261	5.11415585777697e-19	7.20343894202763e-17	-0.153500566918878	4.5962464078437	9.9106453055289	0.00164325490659528	0.00742760523613479
FBgn0031800	CG9497	CG9497	uncharacterized protein	460.368702101539	0.387496895187047	0.0691157001347299	5.60649598328143	2.06463764733858e-08	2.2729999294493e-07	460.368702101539	-0.350372202420812	0.0701311341314595	-4.99595802577562	5.85443943553396e-07	9.23786176499905e-06	460.368702101539	-0.41194693971437	0.0701928986873558	-5.86878370060212	4.39003705126983e-09	7.07874997930344e-08	0.38874260497196	4.33376437514583	30.3571149421908	3.59386328237093e-08	4.09298721980365e-07	-0.353327358699574	4.33376437514583	24.43058544282	7.70359153124671e-07	1.26672859037661e-05	-0.406151958067136	4.33376437514583	32.2104730750123	1.38343028185083e-08	2.18655036956556e-07
FBgn0051637	CG31637	CG31637	uncharacterized protein	2002.89427235574	-0.10994658537119	0.0254827862013138	-4.31454333535637	1.59933160315507e-05	0.000102808040906169	2002.89427235574	-0.159426315105536	0.0253218140888282	-6.29600685583874	3.05410869988873e-10	1.01172393573366e-08	2002.89427235574	-0.0818579279621588	0.02518199096904	-3.25065353501234	0.00115140079160638	0.00523046689852434	-0.108347226099625	6.45186383347317	14.0521860543644	0.000177807027802779	0.000918078551102433	-0.162980090032719	6.45186383347317	32.1305602825998	1.44151865142476e-08	3.52215960289448e-07	-0.076382050477222	6.45186383347317	7.11857057374627	0.00762895086977127	0.0270830583508782
FBgn0031850	CG11326	Tsp	Thrombospondin	2827.32773800247	-0.594646975428144	0.0479781433365607	-12.3941222830731	2.81207837947383e-35	2.42649429897301e-33	2827.32773800247	-0.147544392295455	0.0476234605204218	-3.0981451302176	0.00194736037708693	0.0124928450714927	2827.32773800247	0.158253297494913	0.0474749091916893	3.33340916684926	0.000857886783077822	0.0040697571115995	-0.593379116247224	6.94971709774832	143.605312748348	4.33395162958274e-33	3.64127971124065e-31	-0.15093598448712	6.94971709774832	9.46932974941905	0.00208935698193885	0.0137727881438475	0.163951219734401	6.94971709774832	11.2192529170127	0.000809530770937144	0.00407067053086897
FBgn0028990	CG11331	Spn27A	Serpin 27A	2343.70147811871	-0.154384032124644	0.0430444526483655	-3.58661854492199	0.000334993810093068	0.00155003416090406	2343.70147811871	-0.167479366670126	0.0429127582098719	-3.9027872748482	9.50912719146083e-05	0.0009026602600576	2343.70147811871	0.308085517712268	0.0426331046877049	7.22643870224911	4.95824268949266e-13	1.47028013869847e-11	-0.153345037583584	6.67924767256787	12.1174289646126	0.000499527284648531	0.0022840732873571	-0.171018243506696	6.67924767256787	15.1583580691638	9.88597193004848e-05	0.000974789238216304	0.313680607725533	6.67924767256787	51.5725731060268	6.89987856001187e-13	2.20290122825979e-11
FBgn0015776	CG9258	nrv1	nervana 1	5954.90004799706	-0.236108548889236	0.0343769174659671	-6.86822921580975	6.50037174230147e-12	1.22079530485811e-10	5954.90004799706	-0.153608381623986	0.0342887157818973	-4.47985228146349	7.46947149596148e-06	9.26717590522267e-05	5954.90004799706	-0.139387570517585	0.0342749146847547	-4.06675178624393	4.76729729128681e-05	0.00032779018992064	-0.235002789029445	8.02272018932747	41.0453445484265	1.4873803477596e-10	2.5169839171098e-09	-0.15728740810579	8.02272018932747	18.485233950102	1.71225764150121e-05	0.000206289354594951	-0.134049189220762	8.02272018932747	13.4381232473446	0.00024656215605756	0.00146681511224802
FBgn0002938	CG5125	ninaC	neither inactivation nor afterpotential C	67538.9765165644	-0.621741990889922	0.0530738857444252	-11.7146499105773	1.07233274465149e-31	8.15143097481901e-30	67538.9765165644	-0.236900511915061	0.0530625679508093	-4.46455045550519	8.02370395075674e-06	9.87802524940206e-05	67538.9765165644	-0.35251142083837	0.0530638376169923	-6.64315731143967	3.07033831034219e-11	7.12050855604297e-10	-0.620426646590994	11.525874744368	119.6390454775	7.58853281624812e-28	5.30532608131566e-26	-0.240412219293569	11.525874744368	18.1009431836613	2.09497631973209e-05	0.000248030694566057	-0.346990268206363	11.525874744368	37.7199466631695	8.16652220621279e-10	1.63296345910451e-08
FBgn0031914	CG5973	CG5973	uncharacterized protein	4921.81282836027	-0.14945344783276	0.0490134983495083	-3.04923037256041	0.00229428474445132	0.00812371877351378	4921.81282836027	-0.269614466214374	0.0489967345754877	-5.50270275254747	3.74012712882333e-08	7.87317310766371e-07	4921.81282836027	-0.244759610458998	0.0489785606610721	-4.99728058880121	5.81444360011944e-07	6.20768004527183e-06	-0.148567627994788	7.74804974978121	8.61540883729997	0.0033333096978366	0.0115801379346677	-0.272845528053868	7.74804974978121	29.0462159059842	7.06720115470581e-08	1.50421450355049e-06	-0.239232816480706	7.74804974978121	22.3542370660629	2.26712308571292e-06	2.29055959018548e-05
FBgn0041181	CG7068	Tep3	Thioester-containing protein 3	1720.31869095535	-0.249514038105001	0.0335852096608379	-7.42928332515214	1.09187645706195e-13	2.66106684624411e-12	1720.31869095535	-0.112307055017189	0.0331936622851531	-3.38338849303236	0.000715972749327272	0.00530362489795561	1720.31869095535	0.203849335931923	0.0328435221330692	6.20668316589203	5.41145415946262e-10	1.00642539688025e-08	-0.248456729512289	6.23308665667314	50.1888322258954	1.39640261205218e-12	3.30240597981131e-11	-0.11579917159623	6.23308665667314	11.144899995006	0.000842630154818206	0.00636491452906055	0.209239156922243	6.23308665667314	37.0915979724706	1.1270832029477e-09	2.16771142928375e-08
FBgn0053296	CG33296	CG33296	uncharacterized protein	429.253747672411	0.33410586649867	0.0532740987116633	6.27145037792115	3.57700300810748e-10	5.1675014798874e-09	429.253747672411	-0.461808183938326	0.0549540711321472	-8.40352997374522	4.33254164824638e-17	5.0606199886468e-15	429.253747672411	-0.241757366215267	0.0541413247956088	-4.4653020059619	7.9955884909166e-06	6.73542186156545e-05	0.335453836160857	4.23184553622404	37.995295347741	7.09154259253657e-10	1.0764309817958e-08	-0.464804233933118	4.23184553622404	68.7972452081981	1.09125020891599e-16	1.33999929499966e-14	-0.23596437669922	4.23184553622404	18.2445569176157	1.94280332216054e-05	0.000156371178316417
FBgn0011230	CG14472	poe	purity of essence	6254.37610528575	-0.339930701366568	0.0361120393596304	-9.41322360615767	4.81149198775612e-21	2.33931321110295e-19	6254.37610528575	-0.0978150838365408	0.035979872745607	-2.71860560842266	0.00655577240062409	0.0335961412804588	6254.37610528575	-0.119605648432126	0.0359755368017079	-3.32463832552034	0.00088533302977757	0.00418338419299929	-0.338987200642613	8.09364367159795	76.7077662530066	1.98222322610015e-18	8.43810402648323e-17	-0.10143890744025	8.09364367159795	6.92399916778758	0.00850465743128648	0.0431677842484695	-0.114348427956648	8.09364367159795	8.79735193659827	0.00301668088953331	0.0125789157857858
FBgn0032139	CG13116	CG13116	uncharacterized protein	878.898635024541	-0.194722600260531	0.0549214498938161	-3.54547450289464	0.000391906900483125	0.0017798408216346	878.898635024541	-0.156211385387532	0.0545841400014197	-2.86184568234417	0.00421181923534839	0.0235086274103537	878.898635024541	0.466766280043539	0.0538186719407333	8.67294311085112	4.21092362230255e-18	2.8008490593343e-16	-0.193684902015589	5.2663689567222	11.9273365014998	0.000553162063292072	0.00248624413055442	-0.159738111081847	5.2663689567222	8.20724259118922	0.00417235083808546	0.0242492574800865	0.472270580431891	5.2663689567222	73.5754752756618	9.68607085141829e-18	6.722694682238e-16
FBgn0032140	CG13117	CG13117	uncharacterized protein	1746.51231295658	-0.837287350782287	0.0530194980627824	-15.7920648322778	3.5283843027954e-56	6.10517608119237e-54	1746.51231295658	-0.369067543784935	0.0523747236765584	-7.04667285815428	1.83246449097446e-12	1.14714672513421e-10	1746.51231295658	0.575019412471201	0.0517963102150857	11.1015516372386	1.23284732331455e-28	3.1914085574883e-26	-0.836354506926531	6.25690002405203	234.873886449437	5.1579426203186e-53	8.66715340656343e-51	-0.372471838666521	6.25690002405203	48.0414835449738	4.17296218592753e-12	2.73757752169958e-10	0.580477507592777	6.25690002405203	118.796439491323	1.16047933048481e-27	2.9250186914167e-25
FBgn0032283	CG7296	CG7296	uncharacterized protein	646.601583468398	-0.666927364745173	0.118980985750582	-5.60532727593334	2.07861819388281e-08	2.28480618604352e-07	646.601583468398	-0.469207757788668	0.118469540219312	-3.96057718228723	7.47688208630797e-05	0.000730750781863855	646.601583468398	0.339571374906319	0.117830981312546	2.8818513698499	0.00395346170260566	0.0148962455497864	-0.665337276319695	4.82616765157676	30.1216550778593	4.05774755088098e-08	4.5885603355771e-07	-0.472735400961714	4.82616765157676	15.4057596677243	8.67235573787875e-05	0.000865248158931277	0.344863305053333	4.82616765157676	8.29351741204111	0.00397868491022492	0.0157731142674397
FBgn0032282	CG7299	CG7299	uncharacterized protein	1124.17222955882	0.347401511746405	0.0627875083164274	5.53297178151458	3.14850140266667e-08	3.36473442373354e-07	1124.17222955882	-0.342132987499577	0.0632296494340382	-5.41095815905944	6.26884192601729e-08	1.25089516598737e-06	1124.17222955882	-0.173157633120296	0.0630117025394125	-2.74802340108156	0.00599557297757221	0.0213002959863452	0.348368389284177	5.6198065541259	29.7371370942835	4.94778349000627e-08	5.50404997297097e-07	-0.345167257330407	5.6198065541259	28.8083962178091	7.99039651529142e-08	1.6820223697464e-06	-0.167464808364072	5.6198065541259	6.82959583490309	0.00896595511099605	0.030835159085501
FBgn0032262	CG7384	CG7384	uncharacterized protein	577.691387573336	0.461628783300605	0.101401756849023	4.5524732277363	5.30189096376445e-06	3.77557707441902e-05	577.691387573336	0.434391102302024	0.10124888300052	4.29032982319215	1.78407954298726e-05	0.000202703604540118	577.691387573336	-0.365156907736535	0.102061015636938	-3.57782945287857	0.000346459384697999	0.00186008295215103	0.462507598666347	4.65953206668285	20.4968430240603	5.97296854587041e-06	4.46946036971459e-05	0.430982583199831	4.65953206668285	17.9070010056051	2.31966227367992e-05	0.00027227604481993	-0.359933890561047	4.65953206668285	12.2304582403555	0.000470156499144262	0.00256006762296972
