FLYBASE	FLYBASECG	SYMBOL	GENENAME	baseMean_INC1	log2FoldChange_INC1	lfcSE_INC1	stat_INC1	pvalue_INC1	padj_INC1	logFC_INC1	logCPM_INC1	LR_INC1	PValue_INC1	FDR_INC1	baseMean_WAKED2	log2FoldChange_WAKED2	lfcSE_WAKED2	stat_WAKED2	pvalue_WAKED2	padj_WAKED2	logFC_WAKED2	logCPM_WAKED2	LR_WAKED2	PValue_WAKED2	FDR_WAKED2
FBgn0029665	CG14270	CG14270	uncharacterized protein	240.906158946675	0.274584907097366	0.0693979209810849	3.95667338755302	7.60007301819821e-05	0.000415014249534222	0.275832973319784	3.40691264704172	15.4885049778348	8.30085239221304e-05	0.000472965878718718	240.906158946675	0.214045473335657	0.0690130034620717	3.10152380852824	0.00192527389495692	0.0123760223932197	0.210145642900813	3.40691264704172	9.08610541564821	0.00257558758369496	0.0163478978639034
FBgn0029688	CG6450	lva	lava lamp	5124.20073165572	-0.34025317836152	0.0410171383581726	-8.29539046313613	1.08229114119101e-16	3.49029782839309e-15	-0.339168972143808	7.80643336402152	62.1491646440953	3.184020627451e-15	1.00648678447939e-13	5124.20073165572	-0.429064240118591	0.0409816235637008	-10.4696740345503	1.19052244378956e-25	2.8507059916541e-23	-0.432609198907568	7.80643336402152	101.163096646787	8.4712972630728e-24	1.93185917108836e-21
FBgn0019661	CR32777	lncRNA:roX1	long non-coding RNA on the X 1	16973.8386205264	-0.259084800921809	0.0987486936353101	-2.62367826230328	0.0086985911958921	0.0254009470958093	-0.2580305427419	9.53499013740822	6.4649956402377	0.0110019911671844	0.0319906106251647	16973.8386205264	-0.399592174924921	0.0987464445395507	-4.04664873543749	5.19561166772745e-05	0.000527156446541245	-0.402779720673663	9.53499013740822	15.7221927888201	7.33584052922422e-05	0.000745888328969317
FBgn0029706	CG3626	CG3626	uncharacterized protein	1429.50693718266	-0.222352078608164	0.0560061603415406	-3.97013609310477	7.18315903350063e-05	0.000394497117103607	-0.221118893208469	5.96622124960218	15.1396630421104	9.98434585399397e-05	0.000553735174230192	1429.50693718266	-0.143186145697469	0.0557587127165052	-2.56796003210247	0.0102298950284569	0.0477960656500292	-0.146603385287263	5.96622124960218	6.72762275373579	0.00949310363146407	0.0470139330828143
FBgn0004368	CG6899	Ptp4E	Protein tyrosine phosphatase 4E	2563.16957385428	-0.320467485090884	0.0531249741720697	-6.03233206387833	1.6161025742325e-09	2.12332379368983e-08	-0.319852776721806	6.80742413759966	35.9367340818455	2.0382941834789e-09	2.87099730725895e-08	2563.16957385428	-0.162808037687209	0.0529516771419147	-3.07465308890729	0.00210747531639951	0.0133766723528658	-0.166454466445755	6.80742413759966	9.81173195766058	0.00173402129026371	0.0117540381586311
FBgn0029766	CG15784	CG15784	uncharacterized protein	5427.71550471993	-0.635150162697285	0.114738193035525	-5.53564724956605	3.10081092926878e-08	3.31838738330015e-07	-0.634500423497146	7.891446616383	28.8079926067135	7.99206182575353e-08	8.52427262439502e-07	5427.71550471993	-0.306261784121981	0.114649787942059	-2.67128085990667	0.00755623930779779	0.037655390265394	-0.309565394996839	7.891446616383	6.89868869374702	0.0086258996136824	0.0437136859787567
FBgn0029771	CG12730	CG12730	uncharacterized protein	809.135807856514	0.0830424337711128	0.0335481168826707	2.47532325172053	0.0133115632112767	0.0363035741564944	0.0849132458526668	5.14616556405363	5.67220423378248	0.0172357855377945	0.0463329648838045	809.135807856514	-0.11985027786486	0.0336288615529581	-3.56391124558654	0.000365369540231191	0.00295317253699101	-0.123399263327941	5.14616556405363	11.9377568965602	0.000550076683224612	0.00444986019588288
FBgn0004687	CG3201	Mlc-c	Myosin light chain cytoplasmic	4003.65821370707	-0.19851815748407	0.0281784436231747	-7.04503627449472	1.85413197796782e-12	3.827343983831e-11	-0.197125511332002	7.45056557329239	40.514218743654	1.95190437918201e-10	3.2400936124446e-09	4003.65821370707	-0.0787520260063914	0.0280009034341219	-2.81248161123345	0.0049160834338503	0.0266174376084896	-0.0823143024305529	7.45056557329239	7.14591990043452	0.00751347247769198	0.0389837699844712
FBgn0029791	CG4096	CG4096	uncharacterized protein	1084.48041818767	-0.997904625924026	0.064673141404199	-15.4299699111142	1.02918183200855e-53	1.56468310904412e-51	-0.996560936839039	5.56894010407681	227.671646530511	1.91923722659389e-51	3.01351707480594e-49	1084.48041818767	-0.42550824055936	0.0637738732818573	-6.67214046540294	2.52099095831552e-11	1.15531346405483e-09	-0.428778425897238	5.56894010407681	43.8116024478001	3.61555292750927e-11	1.9132467369991e-09
FBgn0029840	CG4320	raptor	raptor	1075.83166114971	-0.403002643753944	0.0568075335509882	-7.09417604607361	1.30124402073994e-12	2.73318316461559e-11	-0.401865387784784	5.55694562460143	48.9220535158975	2.66339181170798e-12	6.08829755907853e-11	1075.83166114971	-0.177046850342424	0.0563462269181361	-3.14212432714707	0.0016772679847242	0.0110487432996481	-0.180280257282303	5.55694562460143	10.0203032412606	0.0015482397560105	0.0107068883632264
FBgn0029851	CG14445	CG14445	uncharacterized protein	145.981179063553	1.83312525748258	0.12953960941617	14.1510790849564	1.83913341933046e-45	2.10555266952701e-43	1.83251101946803	2.67764584768799	185.640849499902	2.84378183417364e-42	3.24258838187085e-40	145.981179063553	-0.525234799408375	0.137089668766247	-3.83132298834246	0.000127456056116199	0.00117269366520744	-0.527463671920679	2.67764584768799	14.3741125455458	0.000149848318509132	0.001415431158462
FBgn0029866	CG3842	CG3842	uncharacterized protein	786.674334077286	-0.294978253457803	0.0525904947768545	-5.60896516964554	2.03539977970463e-08	2.24597454954043e-07	-0.29370578917878	5.10628922573303	29.5145618774459	5.5498160367575e-08	6.10990091954751e-07	786.674334077286	-0.259218335530483	0.052201050083259	-4.96576860268209	6.84295085777202e-07	1.0605466555945e-05	-0.262549250409709	5.10628922573303	23.8801820438619	1.02521774294422e-06	1.60975992490487e-05
FBgn0029868	CG3446	ND-B16.6	NADH dehydrogenase (ubiquinone) B16.6 subunit	2757.54924647829	0.219655540670738	0.0424537597765788	5.17399499659673	2.29140962346461e-07	2.08424704402127e-06	0.220840009437523	6.91274355138108	25.321104301158	4.85369058946258e-07	4.40650696358982e-06	2757.54924647829	0.172670641095306	0.0423787798259072	4.07445994916891	4.61212493427739e-05	0.000474999275489342	0.169283396726183	6.91274355138108	14.9282966742538	0.000111675328189799	0.00108481368499178
FBgn0002936	CG3966	ninaA	neither inactivation nor afterpotential A	3234.5932315386	-0.68355586233722	0.077063232715828	-8.8700647279857	7.3103398217037e-19	2.90532924532274e-17	-0.682335778828792	7.14370167521604	75.6851761862093	3.3269595231016e-18	1.37946399620204e-16	3234.5932315386	-0.234011200278809	0.0768441761456823	-3.04526916698498	0.0023247215377057	0.0145151127041364	-0.237482327711009	7.14370167521604	9.27905170917292	0.00231789397113427	0.0150310009854598
FBgn0029095	CG4276	aru	arouser	1549.52669701968	-0.143868817676339	0.0433875919317616	-3.31589773183566	0.000913492509602865	0.00370267933007882	-0.142532211926195	6.08221126046028	10.2127395591521	0.00139473835864232	0.00557313475138761	1549.52669701968	-0.159163569484083	0.0432055542501052	-3.68386824903872	0.000229721010214195	0.00197688035564381	-0.16263872607895	6.08221126046028	13.3966309549805	0.000252076658621305	0.00224177366413636
FBgn0020304	CG3365	drongo	drongo	5375.2521008215	-0.154369930486308	0.026969945815514	-5.7237760706775	1.04182051991436e-08	1.21098991987133e-07	-0.153444743436796	7.87570021076454	23.8127702348284	1.06175701008907e-06	9.12882283898844e-06	5375.2521008215	-0.128822261260737	0.0268805388429723	-4.79239876898585	1.64798930913933e-06	2.34538508215995e-05	-0.132261101568148	7.87570021076454	17.7758731441831	2.48514723324672e-05	0.00028886820631113
FBgn0031260	CG11840	Spp	Signal peptide peptidase	1606.01040457618	0.297188367760071	0.0665230221628406	4.46745138897311	7.91569908274947e-06	5.43098608986923e-05	0.298636173498817	6.13346011828604	20.1650982038781	7.10373083698008e-06	5.2297873909758e-05	1606.01040457618	0.23246355510613	0.0664479897153774	3.49842871246913	0.000468008182773319	0.00363845971964517	0.228675728371848	6.13346011828604	11.8577011734846	0.000574233842395453	0.00462185860711231
FBgn0031213	CG11372	galectin	galectin	3146.60018852	0.0812741409594722	0.0322609943587447	2.51926955678109	0.0117598589800894	0.0327525237892691	0.0823058936568292	7.10305577672273	5.88244084656496	0.0152926075423212	0.0420415025948198	3146.60018852	-0.0873565171306795	0.0322431108919626	-2.70930796421555	0.00674237238270797	0.0344051372837384	-0.0908744948559049	7.10305577672273	7.18030207120811	0.00737082966781152	0.0384145188030356
FBgn0031216	CG11376	Zir	Zizimin-related	2024.54156327298	-0.158768158115677	0.0466008579261946	-3.40697929568443	0.000656861095128307	0.00277154870887177	-0.158008933354256	6.46714498860406	11.1354722393102	0.000846923659763951	0.00362621136040193	2024.54156327298	-0.127609320576743	0.0464518044872958	-2.74713376552774	0.00601186094623436	0.0312264664550069	-0.131204209524457	6.46714498860406	7.73093176714842	0.00542827295190733	0.0299056478457833
FBgn0025686	CG11592	Amnionless	amnionless	67.505105056821	-0.506168251776968	0.10349338354225	-4.89082716645678	1.00413106230561e-06	8.12981176226808e-06	-0.503317002389337	1.59559465491982	23.2977818733176	1.38759938495622e-06	1.16073597459482e-05	67.505105056821	-0.30156920810705	0.0997903447650221	-3.02202792080897	0.00251087387273595	0.0154756434704408	-0.304564393515098	1.59559465491982	9.16676384895228	0.00246449984795396	0.0158210318657527
FBgn0031245	CG3625	CG3625	uncharacterized protein	4022.43313088478	-0.127626119023163	0.0335419480934059	-3.80497038120018	0.000141821160209791	0.000716058551654918	-0.12647333366176	7.45703196682325	12.2897738193672	0.000455446928011405	0.00211043574092561	4022.43313088478	-0.096740906568206	0.0334277488437412	-2.89402995757876	0.0038033187354745	0.0215806794125443	-0.100127890160251	7.45703196682325	7.75038602046933	0.00537010615006232	0.0296454620779809
FBgn0036970	CG6289	Spn77Bc	Serpin 77Bc	472.935301991649	1.44793937808221	0.565939783462869	2.55846897566127	0.0105134200741875	0.0298274696299075	1.44971587267081	4.36673840073402	6.42053519104363	0.0112808159568711	0.0326625318122464	472.935301991649	4.10616553267315	0.56526976887957	7.26408125594977	3.75582197530616e-13	2.62578561164105e-11	4.09379826634002	4.36673840073402	42.4659541362959	7.19233355131444e-11	3.42731907657727e-09
FBgn0019947	NA	NA	NA	1206.17743578823	-0.104914695603103	0.0318784954689794	-3.29108052496375	0.000998033399660615	0.00399296737758954	-0.104005309535767	5.72126988989299	9.52192920111194	0.00203031033641821	0.00761108117503468	1206.17743578823	-0.0879640105188145	0.0315605089143686	-2.7871543756624	0.00531731415569145	0.0283097470723806	-0.0915297146177379	5.72126988989299	7.50517615813342	0.00615219228297199	0.033197576161299
FBgn0052425	CG32425	CG32425	uncharacterized protein	4317.66226102117	0.205932805778625	0.0640565423696608	3.21485984351477	0.00130508226476354	0.00501206011704297	0.207107792190361	7.55888870924152	10.3461392377732	0.00129745766021753	0.00525012651861577	4317.66226102117	0.195293158406391	0.0640202324077629	3.05049124411972	0.00228467341843233	0.0143210746084717	0.191631972206041	7.55888870924152	8.87933896886885	0.00288415953267067	0.0179846875025519
FBgn0037074	CG7324	CG7324	uncharacterized protein	4536.89237163808	-0.0897993440081151	0.0235841176155218	-3.80761941031935	0.000140310992582597	0.000710000325825597	-0.0887069964438391	7.63081333886621	10.3770927828086	0.00127588440518552	0.0051759512210364	4536.89237163808	-0.0857410390730971	0.0234745862375286	-3.6525048069228	0.000259694733356482	0.0021992538957457	-0.0892782880934953	7.63081333886621	10.585697683025	0.00113965880010452	0.00818264766671746
FBgn0037063	CG9391	CG9391	uncharacterized protein	2307.04732079645	-0.160120940786757	0.0392018680659302	-4.08452323030789	4.41674079461916e-05	0.000255765074551768	-0.159022106424401	6.65559167229898	15.4522031499614	8.46182446560362e-05	0.000480402786501515	2307.04732079645	-0.110213692383383	0.0390185097955211	-2.82465150414418	0.00473320654880376	0.0258170001847622	-0.113920504579988	6.65559167229898	7.99872818761319	0.00468102172256878	0.0265609159115899
FBgn0037142	CG14562	CG14562	uncharacterized protein	1356.57369714054	-0.147494956958739	0.0385864549646721	-3.8224542030041	0.000132130023834855	0.000672444935329565	-0.14644307916931	5.89030531979474	13.5349430007958	0.000234162495021301	0.00116934743342754	1356.57369714054	-0.0997286702950669	0.0383046726094094	-2.60356409548241	0.00922600147764512	0.044294056216985	-0.103323827814911	5.89030531979474	6.83804769620633	0.00892363122844863	0.0449120574321973
FBgn0037167	CG11425	CG11425	uncharacterized protein	423.237661883642	0.860422410470103	0.175567120141099	4.90081747526874	9.54386949171255e-07	7.75986264784574e-06	0.862211296118702	4.21468333109005	25.2290039604297	5.09107848800525e-07	4.60456560510995e-06	423.237661883642	0.529042544252535	0.175658095747493	3.01177433354981	0.00259725600327819	0.0159245431075729	0.524970603395988	4.21468333109005	9.43317653696518	0.00213094862531338	0.0139891884395144
FBgn0037163	CG11440	laza	lazaro	1350.15918384676	-0.777816997404786	0.0698908452859722	-11.1290254713932	9.06207982944926e-29	5.82527520848759e-27	-0.776325539691761	5.88502210212694	118.775625339714	1.17272066826544e-27	8.08080471988948e-26	1350.15918384676	-0.384492814584264	0.0693937204135416	-5.54074363347196	3.01189881710621e-08	6.42493694214772e-07	-0.387948907449273	5.88502210212694	30.3465817560058	3.61343178814246e-08	8.22077189235831e-07
FBgn0028500	CG9063	Rich	RIC1 homolog	1829.39633110211	-0.23144141968589	0.0275451233641005	-8.40226477212034	4.37949005347676e-17	1.47181599060352e-15	-0.230638704183127	6.32153219638298	57.2210592113522	3.89478345217302e-14	1.07815710707841e-12	1829.39633110211	-0.102344502100978	0.0271426005075384	-3.77062257069118	0.000162840797819656	0.00145629240104264	-0.105761214576132	6.32153219638298	12.3257405257093	0.000446754668539543	0.00372088366545369
FBgn0052451	CG32451	SPoCk	Secretory Pathway Calcium atpase	6952.61746828396	-0.23353725363601	0.0403818125606786	-5.78322860780684	7.32803689924724e-09	8.72984296280971e-08	-0.232637699701075	8.24600378231754	30.2859237840074	3.72821737127398e-08	4.23592716275945e-07	6952.61746828396	-0.144439738761472	0.0403211556053552	-3.58223212090401	0.000340670880134851	0.00278884247002701	-0.14804799467871	8.24600378231754	12.3080147583299	0.000451017424606104	0.00374012544837859
FBgn0037410	CG1148	Osi2	Osiris 2	394.996434496109	-1.08449917126686	0.136470742074845	-7.94675221060998	1.91464847513872e-15	5.54033326129265e-14	-1.08226149981212	4.12419889735726	59.0888876821952	1.50707930042458e-14	4.40085534739837e-13	394.996434496109	-0.902736336090457	0.135667324554104	-6.65404391998937	2.85147521502085e-11	1.27593804938495e-09	-0.905460481329238	4.12419889735726	42.4659273715078	7.19243197318888e-11	3.42731907657727e-09
FBgn0026077	CG10287	Gasp	gasp	846.751446923701	-0.335991189352469	0.0627431738732146	-5.35502379958349	8.55451565360148e-08	8.45563993087668e-07	-0.335115636630528	5.21214719886455	28.0942329095099	1.15549674504473e-07	1.19517795076009e-06	846.751446923701	-0.488080990771896	0.062743127597799	-7.77903508254532	7.3079795749336e-15	6.9995828368714e-13	-0.491657063175884	5.21214719886455	60.4258658504165	7.64023863201074e-15	7.86862425993536e-13
FBgn0037396	CG11459	CG11459	uncharacterized protein	295.165571452635	0.990479279905288	0.136785016574384	7.24113872053131	4.44933017304085e-13	9.95693560686572e-12	0.991159874341202	3.69727057702739	50.8014617996941	1.02197570176519e-12	2.4718392099765e-11	295.165571452635	0.465283780293754	0.13728560012772	3.38916667050942	0.000701053849195907	0.0052132715586944	0.461540188494828	3.69727057702739	11.0823269254045	0.000871543657910153	0.00653180372101991
FBgn0037315	CG16708	Cerk	Ceramide kinase	2010.66216424226	-0.147159807786368	0.0336185231653462	-4.37734302195818	1.20134826644266e-05	7.95621388482444e-05	-0.1463641744791	6.45767296112107	16.729775943701	4.30992305080926e-05	0.000266325438584846	2010.66216424226	-0.09636657502159	0.0333733209221084	-2.88753328583945	0.0038827552129801	0.0219343652001808	-0.0999399030439881	6.45767296112107	7.89578611281788	0.00495500980143943	0.0277863488748167
FBgn0037298	CG2604	Sccpdh1	Saccheropin dehydrogenase 1	4708.97212298549	-0.402274729394626	0.0511182915817385	-7.86948696732921	3.5609850542727e-15	1.0002086466224e-13	-0.401204356861429	7.68462224275615	58.4826459169753	2.05092046307005e-14	5.86379587918954e-13	4708.97212298549	-0.486197485217771	0.0510863991843638	-9.51716098570875	1.77974716088272e-21	2.93903763912666e-19	-0.489779729457094	7.68462224275615	87.1362338034642	1.01297640334655e-20	1.64445559173784e-18
FBgn0037265	CG12001	spartin	spartin	748.469238263399	-0.334222566864967	0.0527375396261788	-6.33746984091498	2.33568910398837e-10	3.49585005837221e-09	-0.332968368836046	5.0342555488822	38.1793683521578	6.45311374545782e-10	9.84202602770621e-09	748.469238263399	-0.723249537481957	0.053138966038979	-13.6105308663972	3.46716158026294e-42	1.95343962445638e-39	-0.726714471308963	5.0342555488822	178.698881134036	9.32208220115105e-41	5.25217078368381e-38
FBgn0027570	CG9761	Nep2	Neprilysin 2	1735.72781545688	-0.272078008505544	0.0568995815602786	-4.78172248450208	1.73799504895187e-06	1.3522759202974e-05	-0.270833112276513	6.2457489889031	22.4546903914236	2.15159445646302e-06	1.74053815067592e-05	1735.72781545688	-0.2629256672086	0.0567363628783139	-4.6341650023022	3.58381066801668e-06	4.72806316505011e-05	-0.26669106874628	6.2457489889031	21.8785189589177	2.90467326378662e-06	4.14619381826352e-05
FBgn0040466	CG9771	Dlip2	Dorsal interacting protein 2	289.787067655918	-0.135871045130526	0.053732984728911	-2.52863387016394	0.0114507408697512	0.0319939311699175	-0.134241669353546	3.67159004233868	5.79405834818943	0.0160804253120244	0.0437427758132831	289.787067655918	-0.453478356972378	0.0544025837178119	-8.3356033111329	7.71040189868113e-17	8.79169397447237e-15	-0.456470971128672	3.67159004233868	65.6125778583338	5.4887347323726e-16	6.25846443650771e-14
FBgn0037238	CG1090	CG1090	uncharacterized protein	2039.28027281064	-0.505773579856886	0.0756970261981412	-6.68155151211614	2.36425642674085e-11	4.05821649736987e-10	-0.50513801729515	6.47738636348421	44.2517917019943	2.88739995989793e-11	5.41203851583217e-10	2039.28027281064	-0.226008724974781	0.0754878198264742	-2.99397605460474	0.00275367554878583	0.0166612156704174	-0.229615111410979	6.47738636348421	9.22439187926929	0.00238811999975469	0.0153719175790662
FBgn0037242	CG9855	CG9855	uncharacterized protein	990.291392745206	0.0995835933216598	0.0407957649598496	2.44102772480595	0.0146455303530429	0.0395099157462426	0.10096511732686	5.43658345596445	5.97081181080488	0.0145445834271692	0.0402740734505426	990.291392745206	0.120292113931897	0.0404909032307832	2.97084293838239	0.00296983621154142	0.0176787391138246	0.116396463915637	5.43658345596445	8.05999311983518	0.00452533555525997	0.0258768142974806
FBgn0037213	CG12581	CG12581	uncharacterized protein	2708.89789193539	-0.215754179104353	0.0304727239196524	-7.08023935350293	1.43905689180667e-12	3.0094512903328e-11	-0.21449261221883	6.88716332626295	42.0313644306833	8.98211158950728e-11	1.56704307475958e-09	2708.89789193539	-0.156632197503364	0.0302799285600786	-5.17280604518563	2.30604352840391e-07	4.01586998455502e-06	-0.159962500692318	6.88716332626295	23.6344925709448	1.16480795341859e-06	1.80526384754745e-05
FBgn0037215	CG12582	beta-Man	beta-Mannosidase	2829.91686057676	-0.174484826858384	0.0447951758914372	-3.89517003530145	9.8129866266671e-05	0.000516705804893994	-0.173378753299701	6.95026056786176	14.4061724489625	0.000147318639881964	0.000779998857263379	2829.91686057676	-0.198992951232306	0.044703065909431	-4.45143855760292	8.52969397048812e-06	0.000104338964047682	-0.202446384234345	6.95026056786176	19.7153256501111	8.98776827984596e-06	0.000115705436269307
